#A:alice B:bob 
#auth:NB2,['A', 'B']
#NB2:[[1, 'X2'], [2, 'X7'], [3, 'X12'], [4, 'X17'], [5, 'X22'], [6, 'X27'], [7, 'X32'], [8, 'X37'], [9, 'X42'], [10, 'X47']]
#timestamp,session,step,active_part,passive_part,action,msg_content,msg_type
19:19:00:492,8,0,bob,-,AnBx_Params,X1;X36,anbxj.AnBx_Params
19:19:00:492,8,0,bob,-,inv_check,X36,anbxj.Crypto_ByteArray.toString
19:19:00:492,8,0,bob,-,eq_check,alice,java.lang.String.toString
19:19:00:493,8,1,bob,-,generateNumber,X37,anbxj.Crypto_ByteArray
19:19:00:503,8,1,bob,-,generateNumber,X38,anbxj.Crypto_ByteArray
19:19:00:515,8,1,bob,-,AnBx_Params,X39;X38,anbxj.AnBx_Params
19:19:00:519,8,1,bob,alice,sent,X39;X38,javax.crypto.SealedObject
19:19:00:560,8,1,alice,bob,received,X39;X38,javax.crypto.SealedObject
19:19:00:563,8,1,alice,-,eq_check,X39,anbxj.Crypto_ByteArray.toString
19:19:00:564,8,2,alice,bob,sent,@38467116,javax.crypto.SealedObject
19:19:00:609,8,2,bob,alice,received,@38467116,javax.crypto.SealedObject
19:19:00:611,8,2,bob,-,eq_check,X40,anbxj.Crypto_ByteArray.toString
19:19:00:613,8,3,bob,alice,sent,@14028087,javax.crypto.SealedObject
19:19:00:657,8,3,alice,bob,received,@14028087,javax.crypto.SealedObject
19:19:00:658,8,3,alice,-,inv_check,X38,anbxj.Crypto_ByteArray.toString
19:19:00:659,8,3,alice,-,inv_check,X37,anbxj.Crypto_ByteArray.toString
19:19:00:660,9,0,alice,-,generateNumber,X41,anbxj.Crypto_ByteArray
19:19:00:673,9,0,alice,-,AnBx_Params,X1;X41,anbxj.AnBx_Params
19:19:00:677,9,0,alice,-,AnBx_Params,alice;X1;X41,anbxj.AnBx_Params
19:19:00:679,9,0,alice,bob,sent,alice;X1;X41,javax.crypto.SealedObject
19:19:00:724,9,0,bob,alice,received,alice;X1;X41,javax.crypto.SealedObject
19:19:00:729,9,0,bob,-,AnBx_Params,X1;X41,anbxj.AnBx_Params
19:19:00:729,9,0,bob,-,inv_check,X41,anbxj.Crypto_ByteArray.toString
19:19:00:730,9,0,bob,-,eq_check,alice,java.lang.String.toString
19:19:00:730,9,1,bob,-,generateNumber,X42,anbxj.Crypto_ByteArray
19:19:00:743,9,1,bob,-,generateNumber,X43,anbxj.Crypto_ByteArray
19:19:00:757,9,1,bob,-,AnBx_Params,X44;X43,anbxj.AnBx_Params
19:19:00:761,9,1,bob,alice,sent,X44;X43,javax.crypto.SealedObject
19:19:00:804,9,1,alice,bob,received,X44;X43,javax.crypto.SealedObject
19:19:00:810,9,1,alice,-,eq_check,X44,anbxj.Crypto_ByteArray.toString
19:19:00:812,9,2,alice,bob,sent,@29d80d2b,javax.crypto.SealedObject
19:19:00:855,9,2,bob,alice,received,@29d80d2b,javax.crypto.SealedObject
19:19:00:856,9,2,bob,-,eq_check,X45,anbxj.Crypto_ByteArray.toString
19:19:00:859,9,3,bob,alice,sent,@4a003cbe,javax.crypto.SealedObject
19:19:00:904,9,3,alice,bob,received,@4a003cbe,javax.crypto.SealedObject
19:19:00:905,9,3,alice,-,inv_check,X43,anbxj.Crypto_ByteArray.toString
19:19:00:906,9,3,alice,-,inv_check,X42,anbxj.Crypto_ByteArray.toString
19:19:00:907,10,0,alice,-,generateNumber,X46,anbxj.Crypto_ByteArray
19:19:00:921,10,0,alice,-,AnBx_Params,X1;X46,anbxj.AnBx_Params
19:19:00:925,10,0,alice,-,AnBx_Params,alice;X1;X46,anbxj.AnBx_Params
19:19:00:927,10,0,alice,bob,sent,alice;X1;X46,javax.crypto.SealedObject
19:19:00:969,10,0,bob,alice,received,alice;X1;X46,javax.crypto.SealedObject
19:19:00:975,10,0,bob,-,AnBx_Params,X1;X46,anbxj.AnBx_Params
19:19:00:975,10,0,bob,-,inv_check,X46,anbxj.Crypto_ByteArray.toString
19:19:00:975,10,0,bob,-,eq_check,alice,java.lang.String.toString
19:19:00:975,10,1,bob,-,generateNumber,X47,anbxj.Crypto_ByteArray
19:19:00:989,10,1,bob,-,generateNumber,X48,anbxj.Crypto_ByteArray
19:19:01:002,10,1,bob,-,AnBx_Params,X49;X48,anbxj.AnBx_Params
19:19:01:007,10,1,bob,alice,sent,X49;X48,javax.crypto.SealedObject
19:19:01:053,10,1,alice,bob,received,X49;X48,javax.crypto.SealedObject
19:19:01:059,10,1,alice,-,eq_check,X49,anbxj.Crypto_ByteArray.toString
19:19:01:061,10,2,alice,bob,sent,@24c1b2d2,javax.crypto.SealedObject
19:19:01:104,10,2,bob,alice,received,@24c1b2d2,javax.crypto.SealedObject
19:19:01:105,10,2,bob,-,eq_check,X50,anbxj.Crypto_ByteArray.toString
19:19:01:107,10,3,bob,alice,sent,@c430e6c,javax.crypto.SealedObject
19:19:01:148,10,3,alice,bob,received,@c430e6c,javax.crypto.SealedObject
19:19:01:148,10,3,alice,-,inv_check,X48,anbxj.Crypto_ByteArray.toString
19:19:01:150,10,3,alice,-,inv_check,X47,anbxj.Crypto_ByteArray.toString
